23014366	the	183723
11260177	and	183877
10968008	of	448625
10691399	to	487428
9392485	a	245651
7661696	in	418684
5416929	that	401621
4334454	i	160835
4062843	it	176488
3878929	is	183983
3581136	for	276782
3223856	you	138015
3074262	was	154720
3032348	he	138113
2855364	on	300156
2811606	with	218554
2516321	as	680490
2065603	at	252533
1987129	this	166980
1945940	they	156407
1942658	be	168692
1931752	are	160815
1915308	have	289730
1900642	we	140841
1896188	his	144499
1896117	but	194308
1723778	from	208832
1589210	by	189572
1546917	she	88422
1444955	or	163488
1426913	her	134261
1382916	do	238974
1369203	had	187486
1366856	an	160531
1236445	what	149764
1189132	one	291973
1165579	there	231672
1135722	about	257783
1131095	their	145567
1130119	were	137823
1119400	all	252874
1102494	has	149550
1069071	who	151098
1002273	so	329914
999103	said	132809
991095	when	254078
982752	more	321078
976279	if	223945
966765	my	101350
966024	would	135481
964994	out	234012
927251	up	219551
913546	can	155335
837939	will	159338
832877	been	140587
823797	like	252066
760436	me	101518
734686	just	156940
717554	people	123245
715501	which	136710
708321	them	133364
707464	him	89876
704579	some	141057
700276	did	115745
697842	into	137108
696102	your	99348
668335	time	149557
663928	than	183879
656111	know	154263
655190	now	151138
652199	other	184318
649291	no	229701
648205	new	181054
645219	could	125309
582854	think	146422
580637	its	114169
570655	then	122876
566440	how	183724
552029	our	105778
540425	because	166218
536755	these	116180
534609	two	132222
534231	over	206278
530141	get	170720
523398	well	181133
522882	says	84136
518252	only	184022
517529	back	157218
503753	first	142364
488706	also	127771
485249	going	140312
481164	years	124085
477848	after	186639
462340	even	169157
462169	most	205648
455674	right	182611
441593	very	124112
432683	way	125596
432444	here	104443
427105	where	174379
417429	us	108948
409947	see	148554
402181	many	117826
395608	those	114516
392727	through	129808
392126	go	148839
390755	say	143809
390535	down	127365
388060	much	169889
378758	good	112240
378271	may	117200
373942	make	161530
368306	any	116851
351659	before	177410
342037	such	132874
341016	want	130552
334866	does	103583
329252	work	150453
325582	still	116376
325146	last	120806
324215	year	100264
324158	should	96541
316770	day	100422
310256	world	88783
310169	got	109041
308515	made	143332
304841	take	141726
304479	off	136776
301155	little	155570
293373	too	129503
292890	life	84655
284722	come	147041
282429	being	108427
281647	man	66641
280256	between	92984
279787	three	102179
278211	around	132396
278090	really	81949
276747	while	116016
274135	never	88376
267549	something	83384
266613	another	109221
264002	mr	34084
263308	both	127081
261444	own	97932
261232	each	105523
260017	look	130815
258204	state	82266
253109	long	137698
249542	school	58318
248296	home	109195
246931	why	79595
234323	same	93688
231727	let	113099
231235	children	53994
231191	things	80990
230900	use	115973
229477	american	70526
225196	need	123922
223674	every	90804
220237	women	45731
220220	might	83899
218609	against	76120
216279	again	83834
213714	lot	93160
212504	next	97563
207043	percent	50359
206770	away	96601
206393	used	117835
206181	since	116363
206041	few	88567
205917	part	104231
203051	president	56003
201276	states	70658
201238	family	63264
200861	students	25671
200083	place	92730
198864	during	79746
196897	put	129426
194110	under	91459
193518	great	80795
193310	found	97336
192860	today	73029
192413	white	66965
191580	thing	71321
191528	high	79641
190560	old	68294
189740	thought	86800
187842	always	76295
187759	help	109768
187617	big	73285
186100	left	107347
184499	came	71431
183617	government	46007
182390	without	82433
182027	find	102230
180903	house	51686
178567	public	79506
178208	night	55455
178206	must	66542
176706	mean	71426
176606	until	87181
174562	national	61092
174308	best	98334
174244	country	64181
174179	tell	77916
173532	end	95086
172880	money	57170
172470	though	94485
172239	told	76342
172226	better	103052
170168	different	71165
169565	went	64188
169209	kind	80310
167754	called	93856
167057	yes	44101
166426	ca	67031
165999	water	41950
165521	once	105332
165324	small	71501
165125	black	49797
164310	united	57657
163567	men	46995
161543	point	80190
160493	room	49134
160365	head	60931
159891	mother	40592
159336	million	50864
158046	four	75085
157687	show	84147
157442	enough	89673
157362	took	66468
157346	case	60943
157214	group	58605
157119	system	49344
